year,state_name, population , violent_crime , homicide , rape_legacyrevised , robbery , aggravated_assault , property_crime , burglary , larceny , motor_vehicle_theft 
1999,Indiana,"5,942,901","22,261",391,"1,607","6,496","13,767","201,547","42,463","138,794","20,290"
1999,Kansas,"2,654,052","10,159",160,"1,065","2,047","6,887","107,644","21,874","79,722","6,048"
1999,Kentucky,"3,960,825","12,212",203,"1,148","3,104","7,757","104,768","25,180","70,719","8,869"
1999,Louisiana,"4,372,035","32,033",468,"1,448","7,591","22,526","219,219","47,775","149,749","21,695"
1999,Massachusetts,"6,175,169","34,023",122,"1,663","5,931","26,307","167,437","32,964","108,845","25,628"
1999,Maryland,"5,171,634","38,447",465,"1,551","13,636","22,795","215,973","43,230","147,296","25,447"
1999,Maine,"1,253,040","1,404",25,239,243,897,"34,618","7,532","25,392","1,694"
1999,Michigan,"9,863,775","56,709",695,"4,849","14,103","37,062","369,887","76,736","236,351","56,800"
1999,Minnesota,"4,775,508","13,085",134,"2,038","3,917","6,996","158,717","27,706","117,736","13,275"
1999,Missouri,"5,468,338","27,353",359,"1,439","7,149","18,406","223,010","42,476","157,550","22,984"
1999,Mississippi,"2,768,619","9,671",213,"1,156","3,091","5,211","108,560","29,109","65,919","13,532"
1999,Montana,"882,779","2,090",22,293,239,"1,536","29,103","3,876","23,353","1,874"
1999,North Carolina,"7,650,789","41,474",552,"2,155","12,087","26,680","354,497","98,457","230,463","25,577"
1999,North Dakota,"633,666",424,10,142,56,216,"14,748","2,337","11,375","1,036"
1999,Nebraska,"1,666,028","7,167",60,414,"1,264","5,429","61,277","10,158","45,679","5,440"
1999,New Hampshire,"1,201,134","1,159",18,345,257,539,"26,247","3,698","21,195","1,354"
1999,New Jersey,"8,143,412","33,540",287,"1,409","14,243","17,601","243,333","46,998","160,978","35,357"
1999,New Mexico,"1,739,844","14,520",170,944,"2,579","10,827","89,220","21,481","59,613","8,126"
1999,Nevada,"1,809,253","10,311",165,943,"4,209","4,994","73,874","17,613","43,167","13,094"
1999,New York,"18,196,601","107,147",903,"3,563","43,821","58,860","489,596","93,217","338,118","58,261"
1999,Ohio,"11,256,654","35,616",397,"4,129","14,405","16,685","414,264","87,023","288,049","39,192"
1999,Oklahoma,"3,358,044","17,066",231,"1,375","2,785","12,675","140,220","34,472","93,616","12,132"
1999,Oregon,"3,316,154","12,432",88,"1,219","2,858","8,267","153,434","26,749","113,052","13,633"
1999,Pennsylvania,"11,994,016","50,431",592,"3,279","18,670","27,890","323,021","56,037","227,750","39,234"
1999,Rhode Island,"990,819","2,840",36,391,788,"1,625","32,657","6,341","22,284","4,032"
1999,South Carolina,"3,885,736","32,920",258,"1,587","5,760","25,315","173,987","39,630","119,912","14,445"
1999,South Dakota,"733,133","1,227",18,336,103,770,"18,159","3,255","14,043",861
1999,Tennessee,"5,483,535","38,111",391,"2,415","8,598","26,707","219,302","51,362","142,685","25,255"
1999,Texas,"20,044,141","112,306","1,217","7,614","29,405","74,070","896,261","190,362","613,862","92,037"
1999,Utah,"2,129,836","5,869",44,806,"1,158","3,861","100,130","14,592","78,156","7,382"
1999,Virginia,"6,872,912","21,626",392,"1,720","6,947","12,567","210,260","32,411","159,896","17,953"
1999,Vermont,"593,740",676,17,136,65,458,"16,059","3,537","11,610",912
1999,Washington,"5,756,361","21,716",171,"2,711","5,808","13,026","280,793","54,652","192,334","33,807"
1999,Wisconsin,"5,250,446","12,908",179,"1,055","4,449","7,225","160,154","25,633","120,702","13,819"
1999,West Virginia,"1,806,928","6,336",79,337,661,"5,259","42,825","10,303","28,760","3,762"
1999,Wyoming,"479,602","1,115",11,137,74,893,"15,468","2,349","12,523",596
2000,Total,"281,421,906","1,425,486","15,586","90,178","408,016","911,706","10,182,584","2,050,992","6,971,590","1,160,002"
2000,Alaska,"626,932","3,554",27,497,490,"2,540","23,087","3,899","16,838","2,350"
2000,Alabama,"4,447,100","21,620",329,"1,482","5,702","14,107","180,539","40,331","127,399","12,809"
2000,Arkansas,"2,673,400","11,904",168,848,"2,001","8,887","98,115","21,443","69,740","6,932"
2000,Arizona,"5,130,632","27,281",359,"1,577","7,504","17,841","271,811","51,902","176,705","43,204"
2000,California,"33,871,648","210,531","2,079","9,785","60,249","138,418","1,056,183","222,293","651,855","182,035"
2000,Colorado,"4,301,261","14,367",134,"1,774","3,034","9,425","156,937","27,133","112,843","16,961"
2000,Connecticut,"3,405,565","11,058",98,678,"3,832","6,450","99,033","17,436","68,498","13,099"
2000,District of Columbia,"572,059","8,626",239,251,"3,554","4,582","33,000","4,745","21,655","6,600"
2000,Delaware,"783,600","5,363",25,424,"1,394","3,520","29,727","5,216","21,360","3,151"
2000,Florida,"15,982,378","129,777",903,"7,057","31,809","90,008","780,377","172,898","518,298","89,181"
2000,Georgia,"8,186,453","41,319",651,"1,968","13,250","25,450","347,630","68,488","240,440","38,702"
2000,Hawaii,"1,211,537","2,954",35,346,"1,123","1,450","60,033","10,665","43,254","6,114"
2000,Iowa,"2,926,324","7,796",46,676,"1,071","6,003","86,834","16,342","65,118","5,374"
2000,Idaho,"1,293,953","3,267",16,384,223,"2,644","37,961","7,330","28,545","2,086"
2000,Illinois,"12,419,293","81,196",898,"3,926","25,641","50,731","445,278","81,850","313,161","50,267"
2000,Indiana,"6,080,485","21,230",352,"1,759","6,282","12,837","206,905","41,108","144,707","21,090"
2000,Kansas,"2,688,418","10,470",169,"1,022","2,048","7,231","108,057","21,484","80,077","6,496"
2000,Kentucky,"4,041,769","11,903",193,"1,091","3,256","7,363","107,723","25,308","73,141","9,274"
2000,Louisiana,"4,468,976","30,440",560,"1,497","7,532","20,851","211,904","46,289","144,345","21,270"
2000,Massachusetts,"6,349,097","30,230",125,"1,696","5,815","22,594","161,901","30,600","105,425","25,876"
2000,Maryland,"5,296,486","41,663",430,"1,543","13,560","26,130","213,422","39,426","145,423","28,573"
2000,Maine,"1,274,923","1,397",15,320,247,815,"32,003","6,775","23,906","1,322"
2000,Michigan,"9,938,444","55,159",669,"5,025","13,712","35,753","353,297","69,790","227,783","55,724"
2000,Minnesota,"4,919,479","13,813",151,"2,240","3,713","7,709","157,798","26,116","118,250","13,432"
2000,Missouri,"5,595,211","27,419",347,"1,351","7,598","18,123","225,919","41,685","159,539","24,695"
2000,Mississippi,"2,844,658","10,267",255,"1,019","2,703","6,290","103,644","26,918","69,758","6,968"
2000,Montana,"902,195","2,807",20,308,203,"2,276","32,198","3,624","26,678","1,896"
2000,North Carolina,"8,049,313","40,051",560,"2,181","12,595","24,715","355,921","97,888","232,767","25,266"
2000,North Dakota,"642,200",523,4,169,56,294,"14,171","2,093","11,092",986
2000,Nebraska,"1,711,263","5,606",63,436,"1,147","3,960","64,479","10,131","49,118","5,230"
2000,New Hampshire,"1,235,786","2,167",22,522,453,"1,170","27,901","4,992","20,761","2,148"
2000,New Jersey,"8,414,350","32,298",289,"1,357","13,553","17,099","233,637","43,924","155,562","34,151"
2000,New Mexico,"1,819,046","13,786",135,922,"2,499","10,230","86,605","21,339","57,925","7,341"
2000,Nevada,"1,998,257","10,474",129,860,"4,543","4,942","74,823","17,526","44,125","13,172"
2000,New York,"18,976,457","105,111",952,"3,530","40,539","60,090","483,078","87,946","340,901","54,231"
2000,Ohio,"11,353,140","37,935",418,"4,271","15,610","17,636","420,939","88,636","293,277","39,026"
2000,Oklahoma,"3,450,654","17,177",182,"1,422","2,615","12,958","140,125","31,661","96,116","12,348"
2000,Oregon,"3,421,399","12,000",70,"1,286","2,888","7,756","153,780","25,618","114,230","13,932"
2000,Pennsylvania,"12,281,054","51,584",602,"3,247","18,155","29,580","316,274","54,080","225,869","36,325"
2000,Rhode Island,"1,048,319","3,121",45,412,922,"1,742","33,323","6,620","22,038","4,665"
2000,South Carolina,"4,012,012","33,225",291,"1,660","6,220","25,054","181,290","40,319","125,385","15,586"
2000,South Dakota,"754,844","1,259",7,305,131,816,"16,252","2,896","12,558",798
2000,Tennessee,"5,689,283","40,233",410,"2,186","9,465","28,172","237,985","56,344","154,111","27,530"
2000,Texas,"20,851,820","113,653","1,238","7,856","30,257","74,302","919,658","188,975","637,522","93,161"
2000,Utah,"2,233,169","5,711",43,863,"1,242","3,563","94,247","14,348","73,438","6,461"
2000,Virginia,"7,078,515","19,943",401,"1,616","6,295","11,631","194,405","30,434","146,158","17,813"
2000,Vermont,"608,827",691,9,140,117,425,"17,494","3,501","13,184",809
2000,Washington,"5,894,121","21,788",196,"2,737","5,812","13,043","279,144","53,476","190,650","35,018"
2000,Wisconsin,"5,363,675","12,700",169,"1,165","4,537","6,829","159,424","25,183","119,605","14,636"
2000,West Virginia,"1,808,344","5,723",46,331,749,"4,597","41,344","9,890","28,139","3,315"
2000,Wyoming,"493,782","1,316",12,160,70,"1,074","14,969","2,078","12,318",573
2001,Total,"285,317,559","1,439,480","16,037","90,863","423,557","909,023","10,437,189","2,116,531","7,092,267","1,228,391"
2001,Alaska,"633,630","3,735",39,501,514,"2,681","23,160","3,847","16,695","2,618"
2001,Alabama,"4,468,912","19,582",379,"1,369","5,584","12,250","173,253","40,642","119,992","12,619"
2001,Arkansas,"2,694,698","12,190",148,892,"2,181","8,969","99,106","22,196","69,590","7,320"
2001,Arizona,"5,306,966","28,675",400,"1,518","8,868","17,889","293,874","54,821","186,850","52,203"
2001,California,"34,600,463","212,867","2,206","9,960","64,614","136,087","1,134,189","232,273","697,739","204,177"
2001,Colorado,"4,430,989","15,492",158,"1,930","3,555","9,849","170,887","28,533","121,360","20,994"
2001,Connecticut,"3,434,602","11,492",105,639,"4,183","6,565","95,299","17,159","65,762","12,378"
2001,District of Columbia,"573,822","9,195",231,181,"3,780","5,003","35,232","4,949","22,313","7,970"
2001,Delaware,"796,599","4,868",23,420,"1,156","3,269","27,399","5,144","19,476","2,779"
2001,Florida,"16,373,330","130,713",874,"6,641","32,867","90,331","782,517","176,052","516,548","89,917"
2001,Georgia,"8,405,677","41,671",598,"2,180","14,402","24,491","347,872","71,799","238,484","37,589"
2001,Hawaii,"1,227,024","3,117",32,409,"1,142","1,534","62,830","11,162","44,925","6,743"
2001,Iowa,"2,931,967","7,865",50,649,"1,154","6,012","88,634","16,885","66,244","5,505"
2001,Idaho,"1,320,585","3,211",30,425,245,"2,511","38,181","7,507","28,285","2,389"
2001,Illinois,"12,520,227","79,270",982,"4,010","24,931","49,347","434,648","79,158","306,757","48,733"
2001,Indiana,"6,126,743","22,734",413,"1,716","7,171","13,434","211,548","42,758","147,291","21,499"
2001,Kansas,"2,702,125","10,909",92,945,"2,423","7,449","105,537","20,514","77,038","7,985"
2001,Kentucky,"4,068,816","10,510",181,"1,051","3,269","6,009","107,356","26,964","71,448","8,944"
2001,Louisiana,"4,470,368","30,678",501,"1,403","7,864","20,910","207,693","46,451","139,555","21,687"
2001,Massachusetts,"6,401,164","30,585",143,"1,856","6,476","22,110","167,079","32,430","106,821","27,828"
2001,Maryland,"5,386,079","42,088",446,"1,449","13,525","26,668","219,512","41,553","145,934","32,025"
2001,Maine,"1,284,470","1,435",19,326,264,826,"33,154","6,898","24,585","1,671"
2001,Michigan,"10,006,266","55,424",672,"5,264","12,937","36,551","352,353","72,038","226,708","53,607"
2001,Minnesota,"4,984,535","13,145",119,"2,236","3,758","7,032","165,046","25,496","124,519","15,031"
2001,Missouri,"5,637,309","30,472",372,"1,383","7,771","20,946","238,411","42,977","167,420","28,014"
2001,Mississippi,"2,859,733","10,006",282,"1,147","3,294","5,283","109,609","29,821","70,315","9,473"
2001,Montana,"905,382","3,187",34,188,230,"2,735","30,175","3,670","24,684","1,821"
2001,North Carolina,"8,206,105","40,465",505,"2,083","13,304","24,573","363,777","101,889","237,241","24,647"
2001,North Dakota,"636,550",505,7,164,60,274,"14,834","2,165","11,583","1,086"
2001,Nebraska,"1,720,039","5,214",43,431,"1,128","3,612","68,963","9,760","52,713","6,490"
2001,New Hampshire,"1,259,359","2,144",17,458,445,"1,224","27,089","4,889","20,060","2,140"
2001,New Jersey,"8,511,116","33,094",336,"1,278","14,110","17,370","240,551","46,812","156,031","37,708"
2001,New Mexico,"1,830,935","14,288",99,850,"2,695","10,644","83,095","19,552","56,406","7,137"
2001,Nevada,"2,097,722","12,359",180,883,"4,932","6,364","77,486","17,711","45,073","14,702"
2001,New York,"19,084,350","98,022",960,"3,546","36,555","56,961","458,003","80,400","329,316","48,287"
2001,Ohio,"11,389,785","40,023",452,"4,466","17,199","17,906","435,115","96,910","295,976","42,229"
2001,Oklahoma,"3,469,577","17,726",185,"1,486","2,746","13,309","141,679","34,573","94,537","12,569"
2001,Oregon,"3,473,441","10,650",84,"1,174","2,749","6,643","164,524","26,648","123,034","14,842"
2001,Pennsylvania,"12,303,104","50,432",651,"3,467","17,500","28,814","313,408","54,345","223,350","35,713"
2001,Rhode Island,"1,059,659","3,278",39,416,986,"1,837","35,742","6,824","23,875","5,043"
2001,South Carolina,"4,062,125","33,114",330,"1,769","5,987","25,028","186,054","42,611","126,742","16,701"
2001,South Dakota,"758,324","1,171",7,351,103,710,"16,473","3,087","12,571",815
2001,Tennessee,"5,749,398","42,776",423,"2,196","10,219","29,938","252,992","59,705","165,015","28,272"
2001,Texas,"21,370,983","122,155","1,332","8,169","35,348","77,306","976,654","204,362","669,625","102,667"
2001,Utah,"2,278,712","5,314",67,896,"1,197","3,154","90,993","13,804","70,676","6,513"
2001,Virginia,"7,196,750","20,939",364,"1,770","6,860","11,945","207,506","31,604","157,060","18,842"
2001,Vermont,"612,978",644,7,107,107,423,"16,334","3,150","12,426",758
2001,Washington,"5,993,390","21,258",179,"2,600","5,934","12,545","287,234","53,024","195,133","39,077"
2001,Wisconsin,"5,405,947","12,486",192,"1,142","4,444","6,708","166,924","26,927","125,275","14,722"
2001,West Virginia,"1,800,975","5,035",40,320,707,"3,968","41,085","9,601","28,268","3,216"
2001,Wyoming,"493,754","1,272",9,153,84,"1,026","16,120","2,481","12,943",696
2002,Total,"287,973,924","1,423,677","16,229","95,235","420,806","891,407","10,455,277","2,151,252","7,057,379","1,246,646"
2002,Alaska,"641,482","3,627",33,511,489,"2,594","24,118","3,908","17,739","2,471"
2002,Alabama,"4,478,896","19,931",303,"1,664","5,962","12,002","180,400","42,578","123,932","13,890"
2002,Arkansas,"2,706,268","11,501",142,754,"2,524","8,081","101,171","23,229","71,129","6,813"
2002,Arizona,"5,441,125","30,171",387,"1,608","8,000","20,176","318,296","59,087","201,541","57,668"
2002,California,"35,001,986","208,388","2,395","10,198","64,968","130,827","1,176,484","238,428","715,692","222,364"
2002,Colorado,"4,501,051","15,882",179,"2,066","3,579","10,058","180,054","31,678","125,193","23,183"
2002,Connecticut,"3,458,587","10,807",84,740,"4,069","5,914","93,426","17,111","64,735","11,580"
2002,District of Columbia,"569,157","9,322",264,262,"3,834","4,962","36,477","5,170","21,708","9,599"
2002,Delaware,"805,945","4,836",26,358,"1,154","3,298","26,967","5,355","18,555","3,057"
2002,Florida,"16,691,701","128,721",911,"6,753","32,581","88,476","777,236","177,242","511,478","88,516"
2002,Georgia,"8,544,005","39,271",606,"2,108","13,432","23,125","346,559","73,932","234,591","38,036"
2002,Hawaii,"1,240,663","3,262",24,372,"1,210","1,656","71,976","12,722","49,344","9,910"
2002,Iowa,"2,935,840","8,388",44,797,"1,169","6,378","92,877","18,643","68,411","5,823"
2002,Idaho,"1,343,124","3,419",36,497,240,"2,646","39,128","7,441","29,060","2,627"
2002,Illinois,"12,586,447","75,759",961,"4,370","25,314","45,114","430,479","81,440","304,227","44,812"
2002,Indiana,"6,156,913","22,001",362,"1,843","6,612","13,184","208,965","42,605","146,073","20,287"
2002,Kansas,"2,711,769","10,229",78,"1,035","2,165","6,951","100,768","19,679","73,877","7,212"
2002,Kentucky,"4,089,822","11,101",191,"1,087","3,131","6,692","108,590","26,891","72,378","9,321"
2002,Louisiana,"4,476,192","29,690",593,"1,529","7,123","20,445","198,838","45,350","133,302","20,186"
2002,Massachusetts,"6,421,800","31,137",173,"1,777","7,169","22,018","167,753","33,243","107,922","26,588"
2002,Maryland,"5,450,525","42,015",513,"1,370","13,417","26,715","217,105","39,765","143,320","34,020"
2002,Maine,"1,294,894","1,396",14,377,270,735,"32,985","6,965","24,591","1,429"
2002,Michigan,"10,043,221","54,306",678,"5,364","11,847","36,417","335,060","70,970","214,367","49,723"
2002,Minnesota,"5,024,791","13,428",112,"2,273","3,937","7,106","164,026","28,034","122,150","13,842"
2002,Missouri,"5,669,544","30,557",331,"1,465","7,024","21,737","230,520","42,721","159,921","27,878"
2002,Mississippi,"2,866,733","9,858",264,"1,127","3,356","5,111","109,584","29,593","70,468","9,523"
2002,Montana,"910,372","3,197",16,237,283,"2,661","28,751","3,289","23,679","1,783"
2002,North Carolina,"8,305,820","39,118",548,"2,196","12,205","24,169","353,708","99,535","229,307","24,866"
2002,North Dakota,"633,911",496,5,163,58,270,"14,762","2,243","11,501","1,018"
2002,Nebraska,"1,727,564","5,428",48,464,"1,359","3,557","68,178","10,329","51,440","6,409"
2002,New Hampshire,"1,274,405","2,056",12,446,413,"1,185","26,250","4,838","19,468","1,944"
2002,New Jersey,"8,575,252","32,252",339,"1,365","13,955","16,593","227,715","43,899","148,061","35,755"
2002,New Mexico,"1,852,044","13,719",152,"1,027","2,206","10,334","80,477","19,634","53,406","7,437"
2002,Nevada,"2,167,455","13,856",181,928,"5,118","7,629","83,896","18,951","47,459","17,486"
2002,New York,"19,134,293","95,030",909,"3,885","36,653","53,583","442,091","76,700","318,025","47,366"
2002,Ohio,"11,408,699","40,128",526,"4,809","17,871","16,922","428,976","99,164","287,045","42,767"
2002,Oklahoma,"3,489,700","17,587",163,"1,573","2,966","12,885","148,128","35,171","100,185","12,772"
2002,Oregon,"3,520,355","10,298",72,"1,238","2,742","6,246","161,145","25,696","118,925","16,524"
2002,Pennsylvania,"12,328,827","49,578",624,"3,731","17,163","28,060","300,868","55,610","212,441","32,817"
2002,Rhode Island,"1,068,326","3,051",41,395,916,"1,699","35,342","6,415","24,051","4,876"
2002,South Carolina,"4,103,770","33,761",298,"1,959","5,774","25,730","183,808","43,745","123,196","16,867"
2002,South Dakota,"760,437","1,350",11,361,117,861,"15,992","3,034","12,139",819
2002,Tennessee,"5,789,796","41,562",420,"2,290","9,413","29,439","249,399","61,248","161,610","26,541"
2002,Texas,"21,736,925","126,018","1,302","8,508","37,580","78,628","1,004,274","212,602","688,992","102,680"
2002,Utah,"2,318,789","5,488",47,943,"1,140","3,358","97,641","15,124","74,795","7,722"
2002,Virginia,"7,287,829","21,256",388,"1,839","6,961","12,068","207,783","31,757","157,548","18,478"
2002,Vermont,"616,408",658,13,126,77,442,"14,942","3,489","10,684",769
2002,Washington,"6,067,060","20,964",184,"2,734","5,797","12,249","288,967","54,948","193,526","40,493"
2002,Wisconsin,"5,439,692","12,238",154,"1,237","4,713","6,134","164,749","27,926","123,365","13,458"
2002,West Virginia,"1,804,884","4,221",57,328,657,"3,179","41,099","9,677","27,524","3,898"
2002,Wyoming,"498,830","1,364",15,148,93,"1,108","16,494","2,448","13,303",743
2003,Total,"290,788,976","1,383,676","16,528","93,883","414,235","859,030","10,442,862","2,154,834","7,026,802","1,261,226"
2003,Alaska,"648,280","3,877",39,605,446,"2,787","24,386","3,874","18,051","2,461"
2003,Alabama,"4,503,726","19,331",299,"1,656","6,038","11,338","182,241","43,245","124,039","14,957"
2003,Arkansas,"2,727,774","12,449",180,911,"2,227","9,131","99,084","25,016","68,061","6,007"
2003,Arizona,"5,579,222","28,638",441,"1,856","7,619","18,722","314,335","58,613","198,725","56,997"
2003,California,"35,462,712","205,551","2,407","9,994","63,770","129,380","1,215,086","242,274","731,486","241,326"
2003,Colorado,"4,547,633","15,757",185,"1,913","3,738","9,921","179,706","32,394","124,496","22,816"
2003,Connecticut,"3,486,960","11,045",112,698,"4,212","6,023","92,981","16,043","65,568","11,370"
2003,District of Columbia,"557,620","9,061",249,274,"3,941","4,597","32,696","4,671","18,119","9,906"
2003,Delaware,"818,166","5,525",21,370,"1,441","3,693","27,943","6,066","18,933","2,944"
2003,Florida,"16,999,181","124,280",924,"6,727","31,523","85,106","757,696","170,644","505,489","81,563"
2003,Georgia,"8,676,460","39,435",657,"2,234","14,043","22,501","369,589","79,001","247,196","43,392"
2003,Hawaii,"1,248,755","3,400",22,367,"1,168","1,843","65,867","11,409","44,807","9,651"
2003,Iowa,"2,941,976","8,175",50,796,"1,131","6,198","87,554","17,515","64,400","5,639"
2003,Idaho,"1,367,034","3,362",26,535,245,"2,556","40,042","7,837","29,559","2,646"
2003,Illinois,"12,649,087","70,376",895,"4,189","23,786","41,506","415,885","78,345","295,907","41,633"
2003,Indiana,"6,199,571","21,842",338,"1,720","6,401","13,383","208,039","41,582","145,686","20,771"
2003,Kansas,"2,724,786","10,831",125,"1,085","2,247","7,374","109,276","21,973","79,471","7,832"
2003,Kentucky,"4,118,189","10,232",181,"1,124","3,224","5,703","103,370","26,034","69,083","8,253"
2003,Louisiana,"4,493,665","28,622",584,"1,601","7,008","19,429","193,698","44,572","129,471","19,655"
2003,Massachusetts,"6,420,357","30,377",140,"1,848","8,011","20,378","164,543","34,963","104,069","25,511"
2003,Maryland,"5,512,310","38,778",525,"1,358","13,302","23,593","209,418","38,641","134,372","36,405"
2003,Maine,"1,309,205","1,422",16,354,289,763,"32,078","6,579","24,043","1,456"
2003,Michigan,"10,082,364","51,550",612,"5,470","11,254","34,214","330,565","68,316","208,538","53,711"
2003,Minnesota,"5,064,172","13,316",127,"2,092","3,906","7,191","157,663","27,698","116,216","13,749"
2003,Missouri,"5,719,204","28,067",289,"1,400","6,686","19,692","233,564","41,997","161,616","29,951"
2003,Mississippi,"2,882,594","9,336",267,"1,079","3,016","4,974","106,867","29,564","68,307","8,996"
2003,Montana,"918,157","3,351",30,246,298,"2,777","28,428","3,722","22,800","1,906"
2003,North Carolina,"8,421,190","38,243",506,"2,139","12,229","23,369","359,660","100,687","232,081","26,892"
2003,North Dakota,"633,400",508,9,160,53,286,"13,364","1,959","10,327","1,078"
2003,Nebraska,"1,737,475","5,105",56,504,"1,165","3,380","65,189","10,133","48,924","6,132"
2003,New Hampshire,"1,288,705","1,937",17,438,480,"1,002","26,456","4,589","19,934","1,933"
2003,New Jersey,"8,642,412","31,488",406,"1,288","13,342","16,452","220,350","43,457","142,287","34,606"
2003,New Mexico,"1,878,562","12,535",116,940,"1,937","9,542","76,816","18,997","50,595","7,224"
2003,Nevada,"2,242,207","13,813",197,871,"5,225","7,520","96,128","21,958","53,321","20,849"
2003,New York,"19,212,425","89,486",934,"3,775","35,790","48,987","432,079","75,453","311,422","45,204"
2003,Ohio,"11,437,680","38,185",526,"4,660","16,895","16,104","417,483","95,083","281,383","41,017"
2003,Oklahoma,"3,506,469","17,758",206,"1,501","3,224","12,827","151,208","34,846","103,404","12,958"
2003,Oregon,"3,564,330","10,506",68,"1,218","2,847","6,373","169,863","28,562","122,327","18,974"
2003,Pennsylvania,"12,370,761","49,210",647,"3,556","17,980","27,027","300,639","53,918","213,279","33,442"
2003,Rhode Island,"1,076,084","3,074",25,505,830,"1,714","32,231","5,524","22,320","4,387"
2003,South Carolina,"4,148,744","33,455",303,"1,952","5,801","25,399","187,592","43,993","127,809","15,790"
2003,South Dakota,"764,905","1,329",10,356,104,859,"15,324","2,878","11,572",874
2003,Tennessee,"5,845,208","40,409",396,"2,129","9,413","28,471","256,565","63,323","166,769","26,473"
2003,Texas,"22,103,374","122,246","1,422","8,025","37,017","75,782","1,016,735","219,877","698,644","98,214"
2003,Utah,"2,352,119","5,889",60,919,"1,258","3,652","100,084","16,961","75,321","7,802"
2003,Virginia,"7,365,284","20,490",416,"1,807","6,713","11,554","200,449","29,105","153,367","17,977"
2003,Vermont,"619,343",707,15,126,62,504,"13,803","3,017","10,132",654
2003,Washington,"6,131,298","21,272",182,"2,863","5,718","12,509","291,542","58,271","192,653","40,618"
2003,Wisconsin,"5,474,290","12,104",183,"1,202","4,397","6,322","157,684","26,546","118,775","12,363"
2003,West Virginia,"1,811,440","4,627",73,311,701,"3,542","42,370","10,498","28,409","3,463"
2003,Wyoming,"502,111","1,314",14,136,84,"1,080","16,648","2,611","13,239",798
2004,Total,"293,656,842","1,360,088","16,148","95,089","401,470","847,381","10,319,386","2,144,446","6,937,089","1,237,851"
2004,Alaska,"657,755","4,159",37,558,447,"3,117","22,172","3,773","16,159","2,240"
2004,Alabama,"4,525,375","19,324",254,"1,742","6,042","11,286","182,340","44,666","123,650","14,024"
2004,Arkansas,"2,750,000","13,814",176,"1,183","2,372","10,083","110,911","30,151","74,242","6,518"
2004,Arizona,"5,739,879","28,952",414,"1,896","7,721","18,921","291,203","56,885","179,012","55,306"
2004,California,"35,842,038","189,175","2,392","9,615","61,768","115,400","1,227,194","245,903","728,687","252,604"
2004,Colorado,"4,601,821","17,121",201,"1,945","3,739","11,236","180,322","33,010","123,308","24,004"
2004,Connecticut,"3,498,966","10,113",100,755,"4,188","5,070","93,942","15,959","66,770","11,213"
2004,District of Columbia,"554,239","7,590",198,222,"3,202","3,968","26,896","3,946","14,542","8,408"
2004,Delaware,"830,069","5,105",28,357,"1,343","3,377","27,256","5,669","19,285","2,302"
2004,Florida,"17,385,430","123,754",946,"6,612","29,997","86,199","727,141","166,332","482,484","78,325"
2004,Georgia,"8,918,129","40,217",613,"2,387","13,656","23,561","376,656","82,992","249,426","44,238"
2004,Hawaii,"1,262,124","3,213",33,333,944,"1,903","60,525","10,827","41,078","8,620"
2004,Iowa,"2,952,904","8,499",44,782,"1,160","6,513","85,775","17,928","62,214","5,633"
2004,Idaho,"1,395,140","3,452",31,594,241,"2,586","38,799","7,671","28,389","2,739"
2004,Illinois,"12,712,016","69,365",780,"4,220","22,582","41,783","403,486","76,088","287,025","40,373"
2004,Indiana,"6,226,537","20,294",316,"1,803","6,373","11,802","211,929","42,168","148,670","21,091"
2004,Kansas,"2,733,697","10,330",122,"1,142","1,812","7,254","109,771","20,146","81,115","8,510"
2004,Kentucky,"4,141,835","10,152",236,"1,238","3,268","5,410","105,209","25,902","70,535","8,772"
2004,Louisiana,"4,506,685","28,844",574,"1,616","6,564","20,090","199,153","45,359","134,080","19,714"
2004,Massachusetts,"6,407,382","29,489",171,"1,794","7,484","20,040","158,150","34,497","101,605","22,048"
2004,Maryland,"5,561,332","38,961",521,"1,317","12,772","24,351","202,474","36,704","129,888","35,882"
2004,Maine,"1,314,985","1,364",18,315,289,742,"31,740","6,341","24,096","1,303"
2004,Michigan,"10,104,206","49,737",643,"5,482","11,336","32,276","309,805","64,233","194,988","50,584"
2004,Minnesota,"5,096,546","13,751",113,"2,123","4,070","7,445","155,019","28,048","113,453","13,518"
2004,Missouri,"5,759,532","28,226",354,"1,479","6,630","19,763","224,629","40,472","158,264","25,893"
2004,Mississippi,"2,900,768","8,568",227,"1,161","2,503","4,677","100,980","27,661","65,440","7,879"
2004,Montana,"926,920","2,723",30,273,233,"2,187","27,215","3,515","22,082","1,618"
2004,North Carolina,"8,540,468","38,244",532,"2,339","11,782","23,591","355,328","101,193","227,147","26,988"
2004,North Dakota,"636,308",558,8,177,43,330,"12,493","2,040","9,516",937
2004,Nebraska,"1,747,704","5,393",40,620,"1,138","3,595","61,512","9,826","46,399","5,287"
2004,New Hampshire,"1,299,169","2,202",17,466,500,"1,219","26,658","4,979","19,723","1,956"
2004,New Jersey,"8,685,166","30,943",392,"1,331","13,076","16,144","211,313","41,030","139,977","30,306"
2004,New Mexico,"1,903,006","13,081",169,"1,039","2,062","9,811","79,895","19,924","52,069","7,902"
2004,Nevada,"2,332,898","14,379",172,954,"4,905","8,348","98,215","23,142","52,438","22,635"
2004,New York,"19,280,727","84,914",889,"3,608","33,506","46,911","422,734","70,696","311,036","41,002"
